  Date  Lyman-a     He I 10830 F10 F81    Date  Lyman-a     He I 10830 F10 F81
 
 47001 0.00000E+00 0.00000E+00   0   0   57269 0.00000E+00 0.00000E+00 270 264
 47002 0.00000E+00 0.00000E+00   0   0   57270 0.00000E+00 0.00000E+00 259 264
 47003 0.00000E+00 0.00000E+00   0   0   57271 0.00000E+00 0.00000E+00 259 264
 47004 0.00000E+00 0.00000E+00   0   0   57272 0.00000E+00 0.00000E+00 256 264
 47005 0.00000E+00 0.00000E+00   0   0   57273 0.00000E+00 0.00000E+00 262 265
 47006 0.00000E+00 0.00000E+00   0   0   57274 0.00000E+00 0.00000E+00 268 265
 47007 0.00000E+00 0.00000E+00   0   0   57275 0.00000E+00 0.00000E+00 252 266
 47008 0.00000E+00 0.00000E+00   0   0   57276 0.00000E+00 0.00000E+00 265 267
 47009 0.00000E+00 0.00000E+00   0   0   57277 0.00000E+00 0.00000E+00 237 267
 47010 0.00000E+00 0.00000E+00   0   0   57278 0.00000E+00 0.00000E+00 245 268
 47011 0.00000E+00 0.00000E+00   0   0   57279 0.00000E+00 0.00000E+00 250 268
 47012 0.00000E+00 0.00000E+00   0   0   57280 0.00000E+00 0.00000E+00 253 268
 47013 0.00000E+00 0.00000E+00   0   0   57281 0.00000E+00 0.00000E+00 261 268
 47014 0.00000E+00 0.00000E+00   0   0   57282 0.00000E+00 0.00000E+00 275 268
 47015 0.00000E+00 0.00000E+00   0   0   57283 0.00000E+00 0.00000E+00 275 268
 47016 0.00000E+00 0.00000E+00   0   0   57284 0.00000E+00 0.00000E+00 278 268
 47017 0.00000E+00 0.00000E+00   0   0   57285 0.00000E+00 0.00000E+00 284 268
 47018 0.00000E+00 0.00000E+00   0   0   57286 0.00000E+00 0.00000E+00 281 268
 47019 0.00000E+00 0.00000E+00   0   0   57287 0.00000E+00 0.00000E+00 289 268
 47020 0.00000E+00 0.00000E+00   0   0   57288 0.00000E+00 0.00000E+00 277 269
 47021 0.00000E+00 0.00000E+00   0   0   57289 0.00000E+00 0.00000E+00 289 269
 47022 0.00000E+00 0.00000E+00   0   0   57290 0.00000E+00 0.00000E+00 272 270
 47023 0.00000E+00 0.00000E+00   0   0   57291 0.00000E+00 0.00000E+00 294 270
 47024 0.00000E+00 0.00000E+00   0   0   57292 0.00000E+00 0.00000E+00 291 270
 47025 0.00000E+00 0.00000E+00   0   0   57293 0.00000E+00 0.00000E+00 303 270
 47026 0.00000E+00 0.00000E+00   0   0   57294 0.00000E+00 0.00000E+00 282 271
 47027 0.00000E+00 0.00000E+00   0   0   57295 0.00000E+00 0.00000E+00 274 271
